Date,Country_Region,Province_State,positive,active,recovered,death,total_tested,daily_tested,daily_positive,daily_tested_7d,daily_positive_7d,active_7d,growth_active,growth_cases,growth_active_7,growth_cases_7,lag1_tests,lag7_tests,lag1_tests_7,lag7_tests_7
2020-05-31,Costa Rica,All States,1056,377,669,10,26622,549,9,463.42857142857144,18,345.57142857142856,-0.005277044854881266,-0.64,0.032877882152006835,-0.023255813953488292,570,468,451.85714285714283,466.14285714285717
2020-06-01,Costa Rica,All States,1084,398,676,10,26974,352,28,484.85714285714283,19,357.7142857142857,0.05570291777188329,2.111111111111111,0.03513848697809019,0.05555555555555555,549,202,463.42857142857144,461.14285714285717
2020-06-02,Costa Rica,All States,1105,413,682,10,27318,344,21,516.4285714285714,21.285714285714285,372.14285714285717,0.03768844221105527,-0.25,0.04033546325878599,0.1203007518796992,352,123,484.85714285714283,423.14285714285717
2020-06-03,Costa Rica,All States,1157,462,685,10,27882,564,52,492,24.714285714285715,390.2857142857143,0.11864406779661017,1.4761904761904763,0.04875239923224559,0.1610738255033558,344,735,516.4285714285714,448.42857142857144
2020-06-04,Costa Rica,All States,1194,497,687,10,28296,414,37,485.57142857142856,27.714285714285715,412.14285714285717,0.07575757575757576,-0.28846153846153844,0.05600292825768676,0.12138728323699421,564,459,492,424
2020-06-05,Costa Rica,All States,1228,523,695,10,28753,457,34,464.2857142857143,29.428571428571427,435.57142857142856,0.052313883299798795,-0.08108108108108109,0.05684575389947997,0.06185567010309269,414,606,485.57142857142856,421.2857142857143
2020-06-06,Costa Rica,All States,1263,552,701,10,29140,387,35,438.14285714285717,30.857142857142858,460.2857142857143,0.055449330783938815,0.029411764705882353,0.05673991472613974,0.04854368932038842,457,570,464.2857142857143,451.85714285714283
2020-06-07,Costa Rica,All States,1318,604,704,10,29449,309,55,403.85714285714283,37.42857142857143,492.7142857142857,0.09420289855072464,0.5714285714285714,0.07045313469894479,0.21296296296296302,387,549,438.14285714285717,463.42857142857144
2020-06-08,Costa Rica,All States,1342,620,712,10,29622,173,24,378.2857142857143,36.857142857142854,524.4285714285714,0.026490066225165563,-0.5636363636363636,0.06436648303856192,-0.015267175572519219,309,352,403.85714285714283,484.85714285714283
2020-06-09,Costa Rica,All States,1375,647,717,11,29877,255,33,365.57142857142856,38.57142857142857,557.8571428571429,0.043548387096774194,0.375,0.06374284935984748,0.04651162790697678,173,344,378.2857142857143,516.4285714285714
2020-06-10,Costa Rica,All States,1461,727,722,12,30372,495,86,355.7142857142857,43.42857142857143,595.7142857142857,0.12364760432766615,1.606060606060606,0.06786171574903954,0.12592592592592602,255,564,365.57142857142856,492
2020-06-11,Costa Rica,All States,1538,804,722,12,30779,407,77,354.7142857142857,49.142857142857146,639.5714285714286,0.10591471801925723,-0.10465116279069768,0.07362110311750605,0.13157894736842107,495,414,355.7142857142857,485.57142857142856
2020-06-12,Costa Rica,All States,1612,869,731,12,31308,529,74,365,54.857142857142854,689,0.08084577114427861,-0.03896103896103896,0.07728389546571368,0.11627906976744173,407,457,354.7142857142857,464.2857142857143
2020-06-13,Costa Rica,All States,1662,907,743,12,31838,530,50,385.42857142857144,57,739.7142857142857,0.04372842347525892,-0.32432432432432434,0.07360563964337542,0.039062500000000056,529,387,365,438.14285714285717
2020-06-14,Costa Rica,All States,1715,951,752,12,32262,424,53,401.85714285714283,56.714285714285715,789.2857142857143,0.04851157662624035,0.06,0.06701429123213609,-0.005012531328320784,530,309,385.42857142857144,403.85714285714283
2020-06-15,Costa Rica,All States,1744,961,771,12,32510,248,29,412.57142857142856,57.42857142857143,838,0.010515247108307046,-0.4528301886792453,0.0617194570135746,0.012594458438287172,424,173,401.85714285714283,378.2857142857143
2020-06-16,Costa Rica,All States,1796,990,794,12,32801,291,52,417.7142857142857,60.142857142857146,887,0.030176899063475548,0.7931034482758621,0.05847255369928401,0.047263681592039815,248,255,412.57142857142856,365.57142857142856
2020-06-17,Costa Rica,All States,1871,960,899,12,33282,481,75,415.7142857142857,58.57142857142857,920.2857142857143,-0.030303030303030304,0.4423076923076923,0.03752617168626193,-0.02612826603325424,291,495,417.7142857142857,355.7142857142857
2020-06-18,Costa Rica,All States,1939,990,937,12,33780,498,68,428.7142857142857,57.285714285714285,946.8571428571429,0.03125,-0.09333333333333334,0.028873020800993462,-0.021951219512195107,481,407,415.7142857142857,354.7142857142857
2020-06-19,Costa Rica,All States,2058,1064,982,12,34477,697,119,452.7142857142857,63.714285714285715,974.7142857142857,0.07474747474747474,0.75,0.029420639710319767,0.1122194513715711,498,529,428.7142857142857,365
2020-06-20,Costa Rica,All States,2127,1101,1014,12,34931,454,69,441.85714285714283,66.42857142857143,1002.4285714285714,0.03477443609022556,-0.42016806722689076,0.02843324051003964,0.04260089686098656,697,530,452.7142857142857,385.42857142857144
2020-06-21,Costa Rica,All States,2213,1169,1032,12,35369,438,86,443.85714285714283,71.14285714285714,1033.5714285714287,0.061762034514078114,0.2463768115942029,0.0310674077240987,0.07096774193548377,454,424,441.85714285714283,401.85714285714283
2020-06-23,Costa Rica,All States,2368,1227,1129,12,36135,910,91,538.4285714285714,80,1071.5714285714287,0.04961505560307956,0.05813953488372093,0.036765722183828606,0.12449799196787155,438,248,443.85714285714283,412.57142857142856
2020-06-24,Costa Rica,All States,2515,1293,1210,12,36765,630,147,586.8571428571429,93.57142857142857,1114.857142857143,0.05378973105134474,0.6153846153846154,0.04039461405145974,0.16964285714285712,910,291,538.4285714285714,417.7142857142857
2020-06-25,Costa Rica,All States,2684,1445,1227,12,37645,880,169,643.8571428571429,107,1184.142857142857,0.11755607115235886,0.14965986394557823,0.06214761660686821,0.14351145038167942,630,481,586.8571428571429,415.7142857142857
2020-06-26,Costa Rica,All States,2836,1544,1280,12,38500,855,152,694.8571428571429,119,1263.2857142857142,0.0685121107266436,-0.10059171597633136,0.06683556520690069,0.11214953271028037,880,498,643.8571428571429,428.7142857142857
2020-06-27,Costa Rica,All States,2979,1641,1325,13,39460,960,143,732.4285714285714,122.42857142857143,1345.7142857142858,0.06282383419689119,-0.05921052631578947,0.06524934976817832,0.028811524609843955,855,697,694.8571428571429,452.7142857142857
2020-06-28,Costa Rica,All States,3130,1749,1366,15,40319,859,151,790.2857142857143,134.14285714285714,1438.2857142857142,0.06581352833638025,0.055944055944055944,0.06878980891719735,0.09568261376896144,960,454,732.4285714285714,441.85714285714283
2020-06-29,Costa Rica,All States,3269,1860,1394,15,41077,758,139,836,141.71428571428572,1537,0.0634648370497427,-0.07947019867549669,0.06863329360349628,0.0564430244941428,859,438,790.2857142857143,443.85714285714283
2020-06-30,Costa Rica,All States,3459,2007,1436,16,41680,603,190,792.1428571428571,155.85714285714286,1648.4285714285713,0.07903225806451612,0.3669064748201439,0.07249744400037172,0.09979838709677416,758,910,836,538.4285714285714
2020-07-01,Costa Rica,All States,3753,2221,1516,16,42589,909,294,832,176.85714285714286,1781,0.10662680617837568,0.5473684210526316,0.08042291359736552,0.13473877176901924,603,630,792.1428571428571,586.8571428571429
2020-07-02,Costa Rica,All States,4023,2417,1589,17,43865,1276,270,888.5714285714286,191.28571428571428,1919.857142857143,0.08824853669518234,-0.08163265306122448,0.07796582979064733,0.08158319870759283,909,880,832,643.8571428571429
2020-07-03,Costa Rica,All States,4311,2636,1657,18,44917,1052,288,916.7142857142857,210.71428571428572,2075.8571428571427,0.0906081919735209,0.06666666666666667,0.08125604583674369,0.1015683345780434,1276,855,888.5714285714286,694.8571428571429
2020-07-04,Costa Rica,All States,4621,2882,1721,18,45945,1028,310,926.4285714285714,234.57142857142858,2253.1428571428573,0.09332321699544764,0.0763888888888889,0.08540361984722337,0.11322033898305087,1052,960,916.7142857142857,732.4285714285714
2020-07-05,Costa Rica,All States,4996,3232,1745,19,47160,1215,375,977.2857142857143,266.57142857142856,2465,0.12144344205412907,0.20967741935483872,0.09402739031194512,0.13641900121802666,1028,859,926.4285714285714,790.2857142857143
2020-07-06,Costa Rica,All States,5241,3452,1766,23,48487,1327,245,1058.5714285714287,281.7142857142857,2692.4285714285716,0.06806930693069307,-0.3466666666666667,0.09226311214140834,0.056806002143622816,1215,758,977.2857142857143,836
2020-07-07,Costa Rica,All States,5486,3653,1810,23,49717,1230,245,1148.142857142857,289.57142857142856,2927.5714285714284,0.05822711471610661,0,0.0873348543534779,0.027890466531440075,1327,603,1058.5714285714287,792.1428571428571
2020-07-08,Costa Rica,All States,5836,3883,1929,24,50852,1135,350,1180.4285714285713,297.57142857142856,3165,0.06296194908294553,0.42857142857142855,0.0811008637095594,0.027627035027133696,1230,909,1148.142857142857,832
2020-07-09,Costa Rica,All States,6485,4437,2023,25,52775,1923,649,1272.857142857143,351.7142857142857,3453.5714285714284,0.14267319083183105,0.8542857142857143,0.0911758068156172,0.18194911185789736,1135,1276,1180.4285714285713,888.5714285714286
2020-07-10,Costa Rica,All States,6845,4709,2110,26,54191,1416,360,1324.857142857143,362,3749.714285714286,0.06130268199233716,-0.4453004622496148,0.0857497414684592,0.029244516653127516,1923,1052,1272.857142857143,916.7142857142857
2020-07-11,Costa Rica,All States,7231,4983,2220,28,55982,1791,386,1433.857142857143,372.85714285714283,4049.8571428571427,0.05818645147589722,0.07222222222222222,0.08004419384334037,0.02999210734017357,1416,1028,1324.857142857143,926.4285714285714
2020-07-12,Costa Rica,All States,7596,5327,2239,30,57745,1763,365,1512.142857142857,371.42857142857144,4349.142857142857,0.06903471804134056,-0.054404145077720206,0.07390031394405445,-0.003831417624520964,1791,1215,1433.857142857143,977.2857142857143
2020-07-13,Costa Rica,All States,8036,5701,2304,31,59749,2004,440,1608.857142857143,399.2857142857143,4670.428571428572,0.07020837244227521,0.2054794520547945,0.07387334121666018,0.07499999999999993,1763,1327,1512.142857142857,1058.5714285714287
2020-07-14,Costa Rica,All States,8482,6005,2441,36,61216,1467,446,1642.7142857142858,428,5006.428571428572,0.05332397824942992,0.013636363636363636,0.07194200593399198,0.07191413237924868,2004,1230,1608.857142857143,1148.142857142857
2020-07-15,Costa Rica,All States,8986,6395,2551,40,62558,1342,504,1672.2857142857142,450,5365.285714285715,0.0649458784346378,0.13004484304932734,0.07167926951062924,0.0514018691588785,1467,1135,1642.7142857142858,1180.4285714285713
2020-07-16,Costa Rica,All States,9546,6831,2673,42,64150,1592,560,1625,437.2857142857143,5707.285714285715,0.06817826426896012,0.1111111111111111,0.06374311047208243,-0.02825396825396827,1342,1923,1672.2857142857142,1272.857142857143
2020-07-17,Costa Rica,All States,9969,7104,2818,47,65819,1669,423,1661.142857142857,446.2857142857143,6049.428571428572,0.039964866051822576,-0.24464285714285713,0.05994843683512298,0.020581509310682783,1592,1416,1625,1324.857142857143
2020-07-18,Costa Rica,All States,10551,7595,2902,54,67077,1258,582,1585,474.2857142857143,6422.571428571428,0.06911599099099099,0.375886524822695,0.06168233127095825,0.06274007682458387,1669,1791,1661.142857142857,1433.857142857143
2020-07-19,Costa Rica,All States,11114,8086,2966,62,68755,1678,563,1572.857142857143,502.57142857142856,6816.714285714285,0.06464779460171165,-0.03264604810996564,0.06136838827349967,0.05963855421686745,1258,1763,1585,1512.142857142857
2020-07-20,Costa Rica,All States,11534,8449,3019,66,69947,1192,420,1456.857142857143,499.7142857142857,7209.285714285715,0.044892406628741034,-0.2539964476021314,0.057589538319676545,-0.005685048322910696,1678,2004,1572.857142857143,1608.857142857143
2020-07-21,Costa Rica,All States,11811,8549,3194,68,71150,1203,277,1419.142857142857,475.57142857142856,7572.714285714285,0.011835720203574387,-0.3404761904761905,0.050411176062617545,-0.04831332189822761,1192,1467,1456.857142857143,1642.7142857142858
2020-07-22,Costa Rica,All States,12361,8968,3322,71,72397,1247,550,1405.5714285714287,482.14285714285717,7940.285714285715,0.04901158030178968,0.9855595667870036,0.04853892735195921,0.013817963352358152,1203,1342,1419.142857142857,1672.2857142857142
2020-07-23,Costa Rica,All States,13129,9601,3448,80,74375,1978,768,1460.7142857142858,511.85714285714283,8336,0.0705842997323818,0.39636363636363636,0.049836277931704455,0.06162962962962953,1247,1592,1405.5714285714287,1625
2020-07-24,Costa Rica,All States,13669,10077,3505,87,76053,1678,540,1462,528.5714285714286,8760.714285714286,0.04957816894073534,-0.296875,0.05094941047436255,0.03265420039073404,1978,1669,1460.7142857142858,1661.142857142857
2020-07-25,Costa Rica,All States,14600,10862,3640,98,77958,1905,931,1554.4285714285713,578.4285714285714,9227.42857142857,0.07790016870100228,0.7240740740740741,0.05327354260089671,0.09432432432432439,1678,1258,1462,1585
2020-07-26,Costa Rica,All States,15229,11389,3736,104,79544,1586,629,1541.2857142857142,587.8571428571429,9699.285714285714,0.04851776836678328,-0.32438238453276047,0.05113636363636367,0.016300321066930135,1905,1678,1554.4285714285713,1572.857142857143
2020-07-27,Costa Rica,All States,15841,11902,3824,115,81266,1722,612,1617,615.2857142857143,10192.57142857143,0.04504346299060497,-0.02702702702702703,0.050857942411076065,0.046658566221142186,1586,1192,1541.2857142857142,1456.857142857143
2020-07-28,Costa Rica,All States,16344,12299,3920,125,82855,1589,503,1672.142857142857,647.5714285714286,10728.285714285714,0.033355738531339274,-0.1781045751633987,0.05255928687559554,0.052472718829811825,1722,1203,1617,1419.142857142857
2020-07-29,Costa Rica,All States,16800,12617,4050,133,84815,1960,456,1774,634.1428571428571,11249.57142857143,0.025855760630945607,-0.093439363817097415,0.048589842605662056,-0.020736818883741476,1589,1247,1672.142857142857,1405.5714285714287
2020-07-30,Costa Rica,All States,17290,12870,4280,140,86803,1988,490,1775.4285714285713,594.4285714285714,11716.57142857143,0.02005231037489102,0.07456140350877193,0.041512692547017664,-0.06262671772921821,1960,1978,1774,1460.7142857142858
2020-07-31,Costa Rica,All States,17820,13266,4404,150,88861,2058,530,1829.7142857142858,593,12172.142857142857,0.03076923076923077,0.08163265306122448,0.0388826570425282,-0.0024032684450853432,1988,1678,1775.4285714285713,1462
2020-08-01,Costa Rica,All States,18187,13502,4531,154,90543,1682,367,1797.857142857143,512.4285714285714,12549.285714285714,0.017789838685361072,-0.30754716981132074,0.030984097177395673,-0.13587087448807514,2058,1905,1829.7142857142858,1554.4285714285713
2020-08-02,Costa Rica,All States,19015,14268,4585,162,92680,2137,828,1876.5714285714287,540.8571428571429,12960.57142857143,0.0567323359502296,1.2561307901907357,0.03277363538049985,0.05547811541678286,1682,1586,1797.857142857143,1541.2857142857142
2020-08-03,Costa Rica,All States,19464,14604,4689,171,94512,1832,449,1892.2857142857142,517.5714285714286,13346.57142857143,0.023549201009251473,-0.4577294685990338,0.02978263744984789,-0.04305335446381414,2137,1722,1876.5714285714287,1617
2020-08-04,Costa Rica,All States,20005,13234,6590,181,96110,1598,541,1893.5714285714287,523,13480.142857142857,-0.09380991509175568,0.20489977728285078,0.010007920707297675,0.010488545404361059,1832,1589,1892.2857142857142,1672.142857142857
2020-08-05,Costa Rica,All States,20683,13641,6851,191,97950,1840,678,1876.4285714285713,554.7142857142857,13626.42857142857,0.03075411818044431,0.2532347504621072,0.01085194095018065,0.06063916962578521,1598,1960,1893.5714285714287,1774
2020-08-06,Costa Rica,All States,21445,14207,7038,200,100050,2100,762,1892.4285714285713,593.5714285714286,13817.42857142857,0.041492559196539845,0.12389380530973451,0.014016878964197725,0.070048931238733,1840,1988,1876.4285714285713,1775.4285714285713
2020-08-07,Costa Rica,All States,22081,14597,7266,218,102257,2207,636,1913.7142857142858,608.7142857142857,14007.57142857143,0.027451256422890126,-0.16535433070866143,0.013761088480387202,0.0255114320096269,2100,2058,1892.4285714285713,1829.7142857142858
2020-08-08,Costa Rica,All States,22802,14985,7589,228,104246,1989,721,1957.5714285714287,659.2857142857143,14219.42857142857,0.026580804274850996,0.13364779874213836,0.015124473499025924,0.0830790894156303,2207,1682,1913.7142857142858,1797.857142857143
2020-08-09,Costa Rica,All States,23286,15321,7730,235,105915,1669,484,1890.7142857142858,610.1428571428571,14369.857142857143,0.02242242242242242,-0.3287101248266297,0.010579086963510764,-0.07453954496208029,1989,2137,1957.5714285714287,1876.5714285714287
2020-08-10,Costa Rica,All States,23872,15805,7823,244,107461,1546,586,1849.857142857143,629.7142857142857,14541.42857142857,0.031590627243652504,0.21074380165289255,0.011939675312409833,0.03207679700304376,1669,1832,1890.7142857142858,1892.2857142857142
2020-08-11,Costa Rica,All States,24624,16398,7971,255,108819,1358,752,1815.5714285714287,659.8571428571429,14993.42857142857,0.03751977222397975,0.2832764505119454,0.0310836034973966,0.04786751361161538,1546,1598,1849.857142857143,1893.5714285714287
2020-08-12,Costa Rica,All States,25303,16851,8189,263,110817,1998,679,1838.142857142857,660,15452,0.027625320160995243,-0.09707446808510638,0.030584827638775135,2.1649707728940736e-4,1358,1840,1815.5714285714287,1876.4285714285713
2020-08-13,Costa Rica,All States,26129,17445,8412,272,112960,2143,826,1844.2857142857142,669.1428571428571,15914.57142857143,0.03525013352323304,0.21649484536082475,0.029936023076069723,0.013852813852813804,1998,2100,1838.142857142857,1892.4285714285713
2020-08-14,Costa Rica,All States,26931,17865,8785,281,115444,2484,802,1883.857142857143,692.8571428571429,16381.42857142857,0.02407566638005159,-0.029055690072639227,0.029335200445234275,0.0354397950469685,2143,2207,1844.2857142857142,1913.7142857142858
2020-08-15,Costa Rica,All States,27737,18436,9010,291,117914,2470,806,1952.5714285714287,705,16874.428571428572,0.03196193674783095,0.004987531172069825,0.030095055376297312,0.01752577319587624,2484,1989,1883.857142857143,1957.5714285714287
2020-08-16,Costa Rica,All States,28465,19109,9062,294,120435,2521,728,2074.285714285714,739.8571428571429,17415.571428571428,0.0365046647862877,-0.0967741935483871,0.032068810795709356,0.0494427558257346,2470,1669,1952.5714285714287,1890.7142857142858
2020-08-17,Costa Rica,All States,29084,19547,9233,304,122134,1699,619,2096.1428571428573,744.5714285714286,17950.14285714286,0.022921136637186666,-0.14972527472527472,0.03069502661821538,0.006371886464568383,2521,1546,2074.285714285714,1849.857142857143
2020-08-18,Costa Rica,All States,29643,19867,9462,314,123223,1089,559,2057.714285714286,717,18445.714285714286,0.016370798588018622,-0.09693053311793215,0.02760821640894217,-0.03702993092862623,1699,1358,2096.1428571428573,1815.5714285714287
2020-08-19,Costa Rica,All States,30409,20428,9660,321,124854,1631,766,2005.2857142857142,729.4285714285714,18956.714285714286,0.02823778124528112,0.370304114490161,0.02770291201982652,0.017334130304841624,1089,1998,2057.714285714286,1838.142857142857
2020-08-20,Costa Rica,All States,31075,20803,9939,333,126337,1483,666,1911,706.5714285714286,19436.428571428572,0.01835715684354807,-0.13054830287206268,0.02530577179589594,-0.0313356835095966,1631,2143,2005.2857142857142,1844.2857142857142
2020-08-21,Costa Rica,All States,32134,21635,10159,340,128308,1971,1059,1837.7142857142858,743.2857142857143,19975,0.039994231601211364,0.5900900900900901,0.027709382235125445,0.05196118075212302,1483,2484,1911,1883.857142857143
2020-08-22,Costa Rica,All States,33084,22364,10372,348,130867,2559,950,1850.4285714285713,763.8571428571429,20536.14285714286,0.03369540097064941,-0.10292728989612843,0.02809225817986777,0.02767634057274647,1971,2470,1837.7142857142858,1952.5714285714287
2020-08-23,Costa Rica,All States,33820,22947,10518,355,133005,2138,736,1795.7142857142858,765,21084.428571428572,0.02606868181005187,-0.22526315789473683,0.026698573247166988,0.0014961660744342196,2559,2521,1850.4285714285713,2074.285714285714
2020-08-24,Costa Rica,All States,34463,21343,12758,362,134812,1807,643,1811.142857142857,768.4285714285714,21341,-0.06990020481980215,-0.12635869565217392,0.012168763678001996,0.004481792717086856,2138,1699,1795.7142857142858,2096.1428571428573
2020-08-25,Costa Rica,All States,35305,21856,13073,376,136154,1342,842,1847.2857142857142,808.8571428571429,21625.14285714286,0.024035983694888255,0.3094867807153966,0.013314411561916439,0.05261200966722441,1807,1089,1811.142857142857,2057.714285714286
2020-08-26,Costa Rica,All States,36307,22604,13317,386,138394,2240,1002,1934.2857142857142,842.5714285714286,21936,0.034224011713030744,0.19002375296912113,0.014374801817989568,0.04168138466972795,1342,1631,1847.2857142857142,2005.2857142857142
2020-08-27,Costa Rica,All States,37292,22424,14471,397,140722,2328,985,2055,888.1428571428571,22167.571428571428,-0.007963192355335338,-0.016966067864271458,0.010556684380535537,0.05408613089182772,2240,1483,1934.2857142857142,1911
2020-08-28,Costa Rica,All States,38485,23414,14664,407,143049,2327,1193,2105.8571428571427,907.2857142857143,22421.714285714286,0.044149125936496614,0.21116751269035533,0.011464623355867393,0.02155380408557191,2328,1971,2055,1837.7142857142858
2020-08-29,Costa Rica,All States,39699,23544,15737,418,146047,2998,1214,2168.5714285714284,945,22590.285714285714,0.005552233706329546,0.01760268231349539,0.007518222131607069,0.04156825696740665,2327,2559,2105.8571428571427,1850.4285714285713
2020-08-30,Costa Rica,All States,40546,24147,15970,429,148479,2432,847,2210.5714285714284,960.8571428571429,22761.714285714286,0.025611620795107034,-0.30230642504118616,0.007588596868439072,0.016780045351473958,2998,2138,2168.5714285714284,1795.7142857142858
2020-08-31,Costa Rica,All States,41287,24795,16056,436,150106,1627,741,2184.8571428571427,974.8571428571429,23254.85714285714,0.026835631755497576,-0.12514757969303425,0.021665453267391267,0.014570324115373179,2432,1807,2210.5714285714284,1811.142857142857
2020-09-01,Costa Rica,All States,42184,25471,16270,443,151694,1588,897,2220,982.7142857142857,23771.285714285714,0.027263561201855212,0.21052631578947367,0.022207342244938123,0.008059788980070256,1627,1342,2184.8571428571427,1847.2857142857142
2020-09-02,Costa Rica,All States,43305,26340,16512,453,153884,2190,1121,2212.8571428571427,999.7142857142857,24305,0.034117231361155825,0.24972129319955408,0.022452058005156303,0.017299026021224018,1588,2240,2220,1934.2857142857142
2020-09-03,Costa Rica,All States,44458,26143,17855,460,156466,2582,1153,2249.1428571428573,1023.7142857142857,24836.285714285714,-0.0074791192103264995,0.028545941123996433,0.021859111881740948,0.024006859102600746,2190,2328,2212.8571428571427,2055
2020-09-04,Costa Rica,All States,45680,27158,18053,469,159455,2989,1222,2343.714285714286,1027.857142857143,25371.14285714286,0.03882492445396473,0.0598438855160451,0.02153531123816544,0.004046888082612415,2582,2327,2249.1428571428573,2105.8571428571427
2020-09-05,Costa Rica,All States,46920,28231,18211,478,162780,3325,1240,2390.4285714285716,1031.5714285714287,26040.714285714286,0.039509536784741145,0.014729950900163666,0.026391062962420705,0.00361362056984023,2989,2998,2343.714285714286,2168.5714285714284
2020-09-06,Costa Rica,All States,47947,29011,18445,491,165144,2364,1027,2380.714285714286,1057.2857142857142,26735.571428571428,0.027629201941128546,-0.1717741935483871,0.026683490139067883,0.024927295388450194,3325,2432,2390.4285714285716,2210.5714285714284
2020-09-07,Costa Rica,All States,48780,29187,19083,510,166786,1642,833,2382.8571428571427,1070.4285714285713,27363,0.0060666643686877395,-0.18889970788704966,0.023467931968645345,0.012430752600999835,2364,1627,2380.714285714286,2184.8571428571427
2020-09-08,Costa Rica,All States,49897,30081,19285,531,169002,2216,1117,2472.5714285714284,1101.857142857143,28021.571428571428,0.03063007503340528,0.34093637454981995,0.02406795411948352,0.029360736687575193,1642,1588,2382.8571428571427,2220
2020-09-09,Costa Rica,All States,51224,31137,19544,543,172011,3009,1327,2589.5714285714284,1131.2857142857142,28706.85714285714,0.035105215917024035,0.18800358102059087,0.02445564896431829,0.02670815506288076,2216,2190,2472.5714285714284,2212.8571428571427
2020-09-10,Costa Rica,All States,52549,31660,20322,567,175050,3039,1325,2654.8571428571427,1155.857142857143,29495,0.0167967370009956,-0.0015071590052750565,0.027454863944901223,0.02171991413057213,3009,2582,2589.5714285714284,2249.1428571428573
2020-09-11,Costa Rica,All States,53969,32676,20710,583,178446,3396,1420,2713,1184.142857142857,30283.285714285714,0.03209096651926721,0.07169811320754717,0.02672607948078365,0.024471635150166794,3039,2989,2654.8571428571427,2343.714285714286
2020-09-12,Costa Rica,All States,55454,33936,20928,590,181763,3317,1485,2711.8571428571427,1219.142857142857,31098.285714285714,0.038560411311053984,0.045774647887323945,0.026912535439162576,0.029557244540957896,3396,3325,2713,2390.4285714285716
2020-09-13,Costa Rica,All States,56424,34750,21069,605,184522,2759,970,2768.285714285714,1211,31918.14285714286,0.023986327204148988,-0.3468013468013468,0.026363419205468443,-0.006679165690180428,3317,2364,2711.8571428571427,2380.714285714286
2020-09-14,Costa Rica,All States,57361,35534,21206,621,186456,1934,937,2810,1225.857142857143,32824.857142857145,0.022561151079136692,-0.03402061855670103,0.02840748879947367,0.012268491211513534,2759,1642,2768.285714285714,2382.8571428571427
2020-09-15,Costa Rica,All States,58138,35969,21536,633,188249,1793,777,2749.5714285714284,1177.2857142857142,33666,0.012241796589182192,-0.17075773745997866,0.02562517952422809,-0.03962242162918082,1934,2216,2810,2472.5714285714284
2020-09-16,Costa Rica,All States,59516,37115,21752,649,190570,2321,1378,2651.285714285714,1184.5714285714287,34520,0.031860768995523925,0.7734877734877735,0.025366838947305886,0.006188569348380189,1793,3009,2749.5714285714284,2589.5714285714284
2020-09-17,Costa Rica,All States,60818,37490,22662,666,193045,2475,1302,2570.714285714286,1181.2857142857142,35352.857142857145,0.010103731644887511,-0.055152394775036286,0.02412680019864267,-0.002773757838880986,2321,3039,2651.285714285714,2654.8571428571427
2020-09-18,Costa Rica,All States,62374,38520,23168,686,196377,3332,1556,2561.5714285714284,1200.7142857142858,36187.71428571428,0.027473993064817286,0.19508448540706605,0.023614983634379777,0.0164469706131335,2475,3396,2570.714285714286,2713
2020-09-19,Costa Rica,All States,63712,39454,23552,706,199713,3336,1338,2564.285714285714,1179.7142857142858,36976,0.024247144340602284,-0.14010282776349614,0.021783241352629632,-0.017489589530041642,3332,3317,2561.5714285714284,2711.8571428571427
2020-09-20,Costa Rica,All States,64899,40330,23842,727,202796,3083,1187,2610.5714285714284,1210.7142857142858,37773.142857142855,0.022203071931870027,-0.11285500747384156,0.021558385361933552,0.0262775490433519,3336,2759,2564.285714285714,2768.285714285714
2020-09-21,Costa Rica,All States,65602,39730,25127,745,204765,1969,703,2615.5714285714284,1177.2857142857142,38372.57142857143,-0.014877262583684603,-0.4077506318449874,0.015869173865028847,-0.027610619469026654,3083,1934,2610.5714285714284,2810
2020-09-22,Costa Rica,All States,66689,40223,25706,760,206812,2047,1087,2651.8571428571427,1221.5714285714287,38980.28571428572,0.012408759124087591,0.5462304409672831,0.015837205146533348,0.037616794078388686,1969,1793,2615.5714285714284,2749.5714285714284
2020-09-23,Costa Rica,All States,68059,41142,26136,781,210057,3245,1370,2783.8571428571427,1220.4285714285713,39555.57142857143,0.02284762449344902,0.26034958601655933,0.014758376028908279,-9.355630920361786e-4,2047,2321,2651.8571428571427,2651.285714285714
2020-09-24,Costa Rica,All States,69459,42110,26554,795,213404,3347,1400,2908.4285714285716,1234.4285714285713,40215.57142857143,0.023528267950026736,0.021897810218978103,0.016685386562846485,0.011471380077256234,3245,2475,2783.8571428571427,2570.714285714286
2020-09-25,Costa Rica,All States,70816,42981,27023,812,216356,2952,1357,2854.1428571428573,1206,40852.857142857145,0.020683923058655903,-0.030714285714285715,0.01584674024631547,-0.023029741928017513,3347,3332,2908.4285714285716,2561.5714285714284
2020-09-26,Costa Rica,All States,72049,43461,27760,828,219823,3467,1233,2872.8571428571427,1191,41425.28571428572,0.01116772527395826,-0.09137803979366249,0.01401195929642972,-0.012437810945273632,2952,3336,2854.1428571428573,2564.285714285714
2020-09-27,Costa Rica,All States,72984,43555,28582,847,222548,2725,935,2821.714285714286,1155,41886,0.0021628586548859898,-0.24168694241686942,0.011121571710859752,-0.030226700251889168,3467,3083,2872.8571428571427,2610.5714285714284
2020-09-28,Costa Rica,All States,73714,43433,29420,861,224515,1967,730,2821.4285714285716,1158.857142857143,42415,-0.002801056135920101,-0.2192513368983957,0.012629518216110395,0.003339517625231939,2725,1969,2821.714285714286,2615.5714285714284
